克孜勒苏柯尔克孜自治州,11
黔西南布依族苗族自治州,11
恩施土家族苗族自治州,10
湘西土家族苗族自治州,10
红河哈尼族彝族自治州,10
黔东南苗族侗族自治州,10
德宏傣族景颇族自治州,10
黔南布依族苗族自治州,10
海西蒙古族藏族自治州,10
琼中黎族苗族自治县,9
阿坝藏族羌族自治州,9
巴音郭楞蒙古自治州,9
西双版纳傣族自治州,9
文山壮族苗族自治州,9
博尔塔拉蒙古自治州,9
保亭黎族苗族自治县,9
延边朝鲜族自治州,8
伊犁哈萨克自治州,8
怒江傈僳族自治州,8
楚雄彝族自治州,7
黄南藏族自治州,7
陵水黎族自治县,7
乐东黎族自治县,7
昌江黎族自治县,7
昌吉回族自治州,7
白沙黎族自治县,7
甘孜藏族自治州,7
玉树藏族自治州,7
果洛藏族自治州,7
海南藏族自治州,7
凉山彝族自治州,7
海北藏族自治州,7
迪庆藏族自治州,7
大理白族自治州,7
临夏回族自治州,7
甘南藏族自治州,7
舟山群岛新区,6
大兴安岭地区,6
乌鲁木齐市,5
克拉玛依市,5
阿克苏地区,5
呼和浩特市,5
图木舒克市,5
鄂尔多斯市,5
呼伦贝尔市,5
阿勒泰地区,5
巴彦淖尔市,5
可克达拉市,5
齐齐哈尔市,5
神农架林区,5
乌兰察布市,5
锡林郭勒盟,5
六盘水市,4
日喀则市,4
舟山新区,4
攀枝花市,4
澳门半岛,4
五指山市,4
双鸭山市,4
秦皇岛市,4
石家庄市,4
可克达拉,4
图木舒克,4
葫芦岛市,4
克孜勒苏,4
巴音郭楞,4
博尔塔拉,4
克拉玛依,4
乌鲁木齐,4
哈尔滨市,4
佳木斯市,4
阿里地区,4
七台河市,4
牡丹江市,4
连云港市,4
马鞍山市,4
西双版纳,4
景德镇市,4
平顶山市,4
三门峡市,4
驻马店市,4
张家界市,4
防城港市,4
那曲地区,4
张家口市,4
吐鲁番市,4
和田地区,4
五家渠市,4
喀什地区,4
鄂尔多斯,4
嘉峪关市,4
石嘴山市,4
呼和浩特,4
乌兰察布,4
阿拉善盟,4
呼伦贝尔,4
齐齐哈尔,4
石河子市,4
铁门关市,4
塔城地区,4
巴彦淖尔,4
阿拉尔市,4
大兴安岭,4
淮北市,3
黄山市,3
铜陵市,3
安庆市,3
蚌埠市,3
滁州市,3
阜阳市,3
宿州市,3
淮南市,3
榆林市,3
